email,firstName,lastName,startDate,employmentType,department,level,city,country,gender,salary,bonus
Arthur.Hill@gamine.com,Arthur,Hill,2017-07-19,contractor,Management,4,Raleigh,United States of America,Female,344393,15879
Barbara.Watson@gamine.com,Barbara,Watson,2019-08-13,contractor,Operations,3,Austin,United States of America,Male,169543,9017
Walter.Price@gamine.com,Walter,Price,2016-05-23,contractor,Kitchen,3,Colorado Springs,United States of America,Female,60926,29449
Jason.Mitchell@gamine.com,Jason,Mitchell,2018-12-05,contractor,Management,5,Los Angeles,United States of America,Male,70172,24560
Angela.Hall@gamine.com,Angela,Hall,2018-11-30,contractor,Kitchen,5,Houston,United States of America,Female,82725,18379
Scott.Wood@gamine.com,Scott,Wood,2019-10-10,contractor,Front of house,3,Aurora,United States of America,Female,221386,11525
Kelly.King@gamine.com,Kelly,King,2019-09-14,contractor,Management,2,El Paso,United States of America,Male,79276,16284
Jean.Gray@gamine.com,Jean,Gray,2018-07-08,contractor,Management,4,Boston,United States of America,Male,125582,6683
Julie.Richardson@gamine.com,Julie,Richardson,2016-04-17,contractor,Operations,5,Wichita,United States of America,Female,256627,20085
Teresa.Campbell@gamine.com,Teresa,Campbell,2013-03-17,contractor,Kitchen,5,Aurora,United States of America,Female,317279,20080
Raymond.Edwards@gamine.com,Raymond,Edwards,2018-12-31,contractor,Kitchen,1,Lincoln,United States of America,Male,78964,14642
Michelle.Ross@gamine.com,Michelle,Ross,2014-05-12,contractor,Management,3,Fresno,United States of America,Female,277155,32682
Brandon.Robinson@gamine.com,Brandon,Robinson,2017-01-04,contractor,Kitchen,4,Scottsdale,United States of America,Female,131409,10729
Willie.Davis@gamine.com,Willie,Davis,2019-05-18,contractor,Management,2,Birmingham,United States of America,Female,227409,33562
Amanda.Bell@gamine.com,Amanda,Bell,2019-11-05,contractor,Front of house,5,Cleveland,United States of America,Male,282973,9811
Norma.White@gamine.com,Norma,White,2012-03-28,contractor,Front of house,3,Santa Ana,United States of America,Female,239871,13834
Rose.Powell@gamine.com,Rose,Powell,2019-04-24,contractor,Operations,3,Fort Worth,United States of America,Male,148600,9399
Ruby.Roberts@gamine.com,Ruby,Roberts,2013-12-12,contractor,Management,5,San Jose,United States of America,Female,238240,21430
Sandra.Barnes@gamine.com,Sandra,Barnes,2019-08-13,contractor,Operations,1,San Antonio,United States of America,Female,240518,18872
Phillip.Moore@gamine.com,Phillip,Moore,2012-07-17,contractor,Operations,5,Atlanta,United States of America,Male,53333,16574
Patrick.Garcia@gamine.com,Patrick,Garcia,2018-10-14,contractor,Operations,5,Bakersfield,United States of America,Male,252160,11867
Judith.Torres@gamine.com,Judith,Torres,2017-07-09,contractor,Operations,4,Arlington,United States of America,Female,116589,20055
Nicholas.Perry@gamine.com,Nicholas,Perry,2013-04-15,contractor,Management,3,Tampa,United States of America,Female,183911,6452
Dorothy.Wright@gamine.com,Dorothy,Wright,2014-11-04,contractor,Kitchen,1,Norfolk,United States of America,Male,342112,29342
Margaret.Scott@gamine.com,Margaret,Scott,2015-04-09,contractor,Operations,5,Arlington,United States of America,Female,167145,26596
